id,name
igic_r_0,account_tax_template_igic_r_0
igic_r_3,account_tax_template_igic_r_3
igic_r_5,account_tax_template_igic_r_5
igic_r_7,account_tax_template_igic_r_7
igic_r_9_5,account_tax_template_igic_r_9_5
igic_r_15,account_tax_template_igic_r_15
igic_r_20,account_tax_template_igic_r_20
igic_ISP0,account_tax_template_igic_ISP0
igic_ISP3,account_tax_template_igic_ISP3
igic_ISP7,account_tax_template_igic_ISP7
igic_ISP95,account_tax_template_igic_ISP95
igic_ISP15,account_tax_template_igic_ISP15
igic_ISP20,account_tax_template_igic_ISP20
igic_sop_0,account_tax_template_igic_sop_0
igic_sop_3,account_tax_template_igic_sop_3
igic_sop_5,account_tax_template_igic_sop_5
igic_sop_7,account_tax_template_igic_sop_7
igic_sop_9_5,account_tax_template_igic_sop_9_5
igic_sop_15,account_tax_template_igic_sop_15
igic_sop_20,account_tax_template_igic_sop_20
igic_sop_0_inv,account_tax_template_igic_sop_0_inv
igic_sop_3_inv,account_tax_template_igic_sop_3_inv
igic_sop_5_inv,account_tax_template_igic_sop_5_inv
igic_sop_7_inv,account_tax_template_igic_sop_7_inv
igic_sop_9_5_inv,account_tax_template_igic_sop_9_5_inv
igic_sop_15_inv,account_tax_template_igic_sop_15_inv
igic_sop_20_inv,account_tax_template_igic_sop_20_inv
igic_p_re0,account_tax_template_igic_p_re0
igic_p_re03,account_tax_template_igic_p_re03
igic_p_re07,account_tax_template_igic_p_re07
igic_p_re095,account_tax_template_igic_p_re095
igic_p_re15,account_tax_template_igic_p_re15
igic_p_re20,account_tax_template_igic_p_re20
igic_sop_cmino,account_tax_template_igic_sop_cmino
igic_sop_3_cmino,account_tax_template_igic_sop_3_cmino
igic_sop_5_cmino,account_tax_template_igic_sop_5_cmino
igic_sop_7_cmino,account_tax_template_igic_sop_7_cmino
igic_sop_9_5_cmino,account_tax_template_igic_sop_9_5_cmino
igic_sop_15_cmino,account_tax_template_igic_sop_15_cmino
igic_sop_20_cmino,account_tax_template_igic_sop_20_cmino
igic_sop_i_0,account_tax_template_igic_sop_i_0
igic_sop_i_3,account_tax_template_igic_sop_i_3
igic_sop_i_7,account_tax_template_igic_sop_i_7
igic_sop_i_9_5,account_tax_template_igic_sop_i_9_5
igic_sop_i_15,account_tax_template_igic_sop_i_15
igic_sop_i_20,account_tax_template_igic_sop_i_20
igic_sop_i_0_inv,account_tax_template_igic_sop_i_0_inv
igic_sop_i_3_inv,account_tax_template_igic_sop_i_3_inv
igic_sop_i_7_inv,account_tax_template_igic_sop_i_7_inv
igic_sop_i_9_5_inv,account_tax_template_igic_sop_i_9_5_inv
igic_sop_i_15_inv,account_tax_template_igic_sop_i_15_inv
igic_sop_i_20_inv,account_tax_template_igic_sop_i_20_inv
